AM001	AM002	AM003	AM006	AM011	AM014	AM015	AM016	AM027	AM061	AM070	AM078	AM084	AM125	AM288	AM303	AM306	AM346	AM353	AM393	AM523	AM568	AM716	AM717	AM718	AM739	AM746	NC001	NC002	NC004	NC008	NC010	NC014	NC015	NC030	NC037	NC064	NC080	NC117
20494	20598	20594	20555	20568	20562	20573	20428	20325	20457	20276	20516	20435	20256	20524	20549	20548	19983	20472	20610	20495	20030	20603	20408	20596	20558	20392	20811	20779	20734	20622	20755	20720	20727	20912	20772	20590	20780	20723
