AM001	AM002	AM003	AM006	AM011	AM014	AM015	AM016	AM027	AM061	AM070	AM078	AM084	AM125	AM288	AM303	AM306	AM346	AM353	AM393	AM523	AM568	AM716	AM717	AM718	AM739	AM746	NC001	NC002	NC004	NC008	NC010	NC014	NC015	NC030	NC037	NC064	NC080	NC117
20761	20905	20922	20852	20900	20866	20880	20708	20622	20724	20514	20837	20747	20543	20836	20805	20875	20154	20763	20953	20808	20351	20919	20686	20920	20829	20682	21056	20961	20957	20819	20985	20970	20936	21132	21001	20772	21040	21003
