AM001	AM002	AM003	AM006	AM011	AM014	AM015	AM016	AM027	AM061	AM070	AM078	AM084	AM125	AM288	AM303	AM306	AM346	AM353	AM393	AM523	AM568	AM716	AM717	AM718	AM739	AM746	NC001	NC002	NC004	NC008	NC010	NC014	NC015	NC030	NC037	NC064	NC080	NC117
20633	20731	20733	20694	20711	20706	20707	20561	20450	20597	20407	20662	20586	20395	20657	20676	20700	20091	20606	20753	20633	20154	20744	20539	20735	20690	20527	20950	20908	20872	20760	20897	20868	20870	21044	20920	20726	20924	20880
